"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.idx","Input.scenario","Answer.clickedConsentTime","Answer.clickedSubmitTime","Answer.coherencyQuestion","Answer.commentbox","Answer.consent","Answer.peoplePrivacyQuestion","Answer.personalPrivacyQuestion","Approve","Reject"
"338431Z1FNTUE5EQZQ8CK2TSAQOOR9","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","3EJJQNKU9UKN98QXLFJOPDSNDNBHRZ","A24LB89P1BPKKF","Submitted","Sun Sep 17 08:26:02 PDT 2023","Sun Sep 17 08:29:26 PDT 2023","Mon Sep 18 08:29:26 PDT 2023","","","","204","100% (3417/3417)","100% (82/82)","0% (0/0)","0","The university collected information about Julia's friends and her interests as part of their new initiative. They were attempting to organize the students into learning groups based on shared interests to enhance their collaborative learning capabilities. Julia's heart fluttered as she saw the names of her closest friends on the same group list as hers, thanks to their shared fascination for astrophysics. The university's experimental arrangement had suddenly turned her tedious academic journey into an exciting exploration with her best mates.","{}","1694964565131","0","{}","on","-50","-100"
"338431Z1FNTUE5EQZQ8CK2TSAQOOR9","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","3ZSY5X72N0QX1PCKPSEE9MPOP9PROX","A1YSYI926BBOHW","Submitted","Sun Sep 17 08:26:41 PDT 2023","Sun Sep 17 08:32:57 PDT 2023","Mon Sep 18 08:32:57 PDT 2023","","","","376","100% (25155/25155)","100% (112/112)","100% (2/2)","0","The university collected information about Julia's friends and her interests as part of their new initiative. They were attempting to organize the students into learning groups based on shared interests to enhance their collaborative learning capabilities. Julia's heart fluttered as she saw the names of her closest friends on the same group list as hers, thanks to their shared fascination for astrophysics. The university's experimental arrangement had suddenly turned her tedious academic journey into an exciting exploration with her best mates.","{}","1694964778221","0","{}","on","100","100"
"338431Z1FNTUE5EQZQ8CK2TSAQOOR9","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","3PZDLQMM0W0FOGYWKXQMDENZO3R2CX","A3PYD7EU2WFST6","Submitted","Sun Sep 17 08:29:29 PDT 2023","Sun Sep 17 08:41:37 PDT 2023","Mon Sep 18 08:41:37 PDT 2023","","","","728","100% (1352/1352)","0% (0/0)","0% (0/0)","0","The university collected information about Julia's friends and her interests as part of their new initiative. They were attempting to organize the students into learning groups based on shared interests to enhance their collaborative learning capabilities. Julia's heart fluttered as she saw the names of her closest friends on the same group list as hers, thanks to their shared fascination for astrophysics. The university's experimental arrangement had suddenly turned her tedious academic journey into an exciting exploration with her best mates.","{}","1694965296817","0","{}","on","50","100"
"338431Z1FNTUE5EQZQ8CK2TSAQOOR9","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","3LRKMWOKB8WSW996CBAUOCOKXLCZ2S","A2OVOVZBJYUO","Submitted","Sun Sep 17 08:29:01 PDT 2023","Sun Sep 17 09:27:15 PDT 2023","Mon Sep 18 09:27:15 PDT 2023","","","","3494","100% (7722/7722)","100% (65/65)","100% (10/10)","0","The university collected information about Julia's friends and her interests as part of their new initiative. They were attempting to organize the students into learning groups based on shared interests to enhance their collaborative learning capabilities. Julia's heart fluttered as she saw the names of her closest friends on the same group list as hers, thanks to their shared fascination for astrophysics. The university's experimental arrangement had suddenly turned her tedious academic journey into an exciting exploration with her best mates.","{}","1694968035014","0","{}","on","0","0"
"338431Z1FNTUE5EQZQ8CK2TSAQOOR9","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","323Q6SJS8LVQ6ILOUKJU8OE4AZ5FH7","AHY3YAYJLTW32","Submitted","Sun Sep 17 09:26:57 PDT 2023","Sun Sep 17 09:36:51 PDT 2023","Mon Sep 18 09:36:51 PDT 2023","","","","594","99% (58442/59105)","100% (79/79)","0% (0/0)","0","The university collected information about Julia's friends and her interests as part of their new initiative. They were attempting to organize the students into learning groups based on shared interests to enhance their collaborative learning capabilities. Julia's heart fluttered as she saw the names of her closest friends on the same group list as hers, thanks to their shared fascination for astrophysics. The university's experimental arrangement had suddenly turned her tedious academic journey into an exciting exploration with her best mates.","{}","1694968611152","0","{}","on","-100","-100"
"3THR0FZ95R7JB7JDU6BGYQKT4YZLOG","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","36NEMU28XISE9I8UB6974H80MOPMWG","A38DXFI1TZA295","Submitted","Sun Sep 17 08:26:50 PDT 2023","Sun Sep 17 08:29:53 PDT 2023","Mon Sep 18 08:29:53 PDT 2023","","","","183","100% (34840/34840)","100% (80/80)","0% (0/0)","1","The moment she stepped into Forrester Enterprises, Kendall felt a disquieting sense of being observed. She soon understood that her workplace collected information about her friends' likes and dislikes to enhance employee engagement. The company's intent was to tailor programs and initiatives that would align with employees' personal interests. Finding herself interested in the book club program tailored not just for her, but also mirroring her friends' interests, Kendall navigated her new workspace with newfound enthusiasm.","{}","1694964593849","1","{}","on","-100","-100"
"3THR0FZ95R7JB7JDU6BGYQKT4YZLOG","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","336YQZE83YTKWZTAF5MYEHVN2RLM5Z","A24LB89P1BPKKF","Submitted","Sun Sep 17 08:26:07 PDT 2023","Sun Sep 17 08:30:23 PDT 2023","Mon Sep 18 08:30:23 PDT 2023","","","","256","100% (3417/3417)","100% (82/82)","0% (0/0)","1","The moment she stepped into Forrester Enterprises, Kendall felt a disquieting sense of being observed. She soon understood that her workplace collected information about her friends' likes and dislikes to enhance employee engagement. The company's intent was to tailor programs and initiatives that would align with employees' personal interests. Finding herself interested in the book club program tailored not just for her, but also mirroring her friends' interests, Kendall navigated her new workspace with newfound enthusiasm.","{}","1694964622191","0","{}","on","-50","-100"
"3THR0FZ95R7JB7JDU6BGYQKT4YZLOG","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","3DHE4R9OCZQS5SE1MJM5358EMVIG2K","A173A97OFDAX9F","Submitted","Sun Sep 17 08:26:17 PDT 2023","Sun Sep 17 08:32:22 PDT 2023","Mon Sep 18 08:32:22 PDT 2023","","","","365","100% (7739/7739)","100% (88/88)","0% (0/0)","1","The moment she stepped into Forrester Enterprises, Kendall felt a disquieting sense of being observed. She soon understood that her workplace collected information about her friends' likes and dislikes to enhance employee engagement. The company's intent was to tailor programs and initiatives that would align with employees' personal interests. Finding herself interested in the book club program tailored not just for her, but also mirroring her friends' interests, Kendall navigated her new workspace with newfound enthusiasm.","{}","1694964742991","1","{}","on","-100","-100"
"3THR0FZ95R7JB7JDU6BGYQKT4YZLOG","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","3TVSS0C0E4FIMDYEK3AJQV3SGWKWTQ","A22DF0EWILGRLV","Submitted","Sun Sep 17 08:25:51 PDT 2023","Sun Sep 17 08:33:30 PDT 2023","Mon Sep 18 08:33:30 PDT 2023","","","","459","100% (21411/21411)","100% (77/77)","0% (0/0)","1","The moment she stepped into Forrester Enterprises, Kendall felt a disquieting sense of being observed. She soon understood that her workplace collected information about her friends' likes and dislikes to enhance employee engagement. The company's intent was to tailor programs and initiatives that would align with employees' personal interests. Finding herself interested in the book club program tailored not just for her, but also mirroring her friends' interests, Kendall navigated her new workspace with newfound enthusiasm.","{}","1694964812285","0","{}","on","100","100"
"3THR0FZ95R7JB7JDU6BGYQKT4YZLOG","3I39O3TFTWBULGHGEWGO64ANVW88J6","Does this situation meet people's or your privacy expectation?","Determine whether this situation meets people's and your privacy expectation","reasoning, privacy","$0.20","Sun Sep 17 08:25:24 PDT 2023","5","BatchId:5132761;OriginalHitTemplateId:928390828;","3600","86400","Wed Sep 20 08:25:24 PDT 2023","","","3VHHR074H6WFDLP83M0GCOUUTSQ7LX","A3LRZX8477TYYZ","Submitted","Sun Sep 17 08:26:23 PDT 2023","Sun Sep 17 09:13:04 PDT 2023","Mon Sep 18 09:13:04 PDT 2023","","","","2801","100% (3715/3715)","0% (0/0)","0% (0/0)","1","The moment she stepped into Forrester Enterprises, Kendall felt a disquieting sense of being observed. She soon understood that her workplace collected information about her friends' likes and dislikes to enhance employee engagement. The company's intent was to tailor programs and initiatives that would align with employees' personal interests. Finding herself interested in the book club program tailored not just for her, but also mirroring her friends' interests, Kendall navigated her new workspace with newfound enthusiasm.","{}","1694967182073","0","{}","on","0","50"
