"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.scenario_idx","Input.scenario","Input.generic","Input.revealing","Input.questionee","Answer.clickedConsentTime","Answer.clickedSubmitTime","Answer.coherencyQuestion","Answer.commentbox","Answer.consent","Answer.privacyQuestion","Answer.safetyQuestion","Approve","Reject"
"386T3MLZLP93TJ7BYW013K25M1580O","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3COPXFW7XERTZLBQE8IWXA8067IKPD","AVCOBHDVXZOZL","Submitted","Mon Sep 25 09:02:26 PDT 2023","Mon Sep 25 09:05:26 PDT 2023","Tue Sep 26 09:05:26 PDT 2023","","","","180","100% (4476/4476)","100% (92/92)","100% (85/85)","0","Jane, Mary, Ethan, and Sarah are co-workers. Jane once faced a difficult situation in her pursuit of a promotion at work where she was tempted to falsify some results on a critical company project. With the help of Ethan, she was able to rectify the situation without alerting anyone else and moved on, learning valuable lessons in the process.

One day, Mary and Ethan were having a discussion over lunch, and the subject of work ethics surfaced. Mary shared with Ethan that she heard from her boss about a new initiative within the company to reward employees with a significant bonus for coming forward about incidents of unethical behavior.
","""It's certainly prudent to maintain work ethics in our profession. Taking shortcuts or compromising our integrity for short-term gains is never conducive to genuine growth or success.""","""Mary, I must tell you that there was a situation with Jane a while ago where she was on the verge of making an unethical choice for a promotion, but with guidance, she corrected course without anyone knowing.""","Ethan","{}","1695657926126","0","{}","on","generic","0"
"386T3MLZLP93TJ7BYW013K25M1580O","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3OHYZ19UGFK528Q3NHSSEW0ERQQAO5","A1AZGP16G9TURZ","Submitted","Mon Sep 25 08:58:47 PDT 2023","Mon Sep 25 09:08:55 PDT 2023","Tue Sep 26 09:08:55 PDT 2023","","","","608","100% (2493/2493)","100% (109/109)","100% (85/85)","0","Jane, Mary, Ethan, and Sarah are co-workers. Jane once faced a difficult situation in her pursuit of a promotion at work where she was tempted to falsify some results on a critical company project. With the help of Ethan, she was able to rectify the situation without alerting anyone else and moved on, learning valuable lessons in the process.

One day, Mary and Ethan were having a discussion over lunch, and the subject of work ethics surfaced. Mary shared with Ethan that she heard from her boss about a new initiative within the company to reward employees with a significant bonus for coming forward about incidents of unethical behavior.
","""It's certainly prudent to maintain work ethics in our profession. Taking shortcuts or compromising our integrity for short-term gains is never conducive to genuine growth or success.""","""Mary, I must tell you that there was a situation with Jane a while ago where she was on the verge of making an unethical choice for a promotion, but with guidance, she corrected course without anyone knowing.""","Ethan","{}","1695658134931","0","{}","on","generic","0"
"386T3MLZLP93TJ7BYW013K25M1580O","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3V0Z7YWSI1FBNP4WBELR36BOBVV2VS","A39SK1E6IMQBD5","Submitted","Mon Sep 25 08:57:01 PDT 2023","Mon Sep 25 09:09:27 PDT 2023","Tue Sep 26 09:09:27 PDT 2023","","","","746","100% (4230/4230)","100% (43/43)","100% (10/10)","0","Jane, Mary, Ethan, and Sarah are co-workers. Jane once faced a difficult situation in her pursuit of a promotion at work where she was tempted to falsify some results on a critical company project. With the help of Ethan, she was able to rectify the situation without alerting anyone else and moved on, learning valuable lessons in the process.

One day, Mary and Ethan were having a discussion over lunch, and the subject of work ethics surfaced. Mary shared with Ethan that she heard from her boss about a new initiative within the company to reward employees with a significant bonus for coming forward about incidents of unethical behavior.
","""It's certainly prudent to maintain work ethics in our profession. Taking shortcuts or compromising our integrity for short-term gains is never conducive to genuine growth or success.""","""Mary, I must tell you that there was a situation with Jane a while ago where she was on the verge of making an unethical choice for a promotion, but with guidance, she corrected course without anyone knowing.""","Ethan","{}","1695658166690","0","{}","on","generic","0"
"386T3MLZLP93TJ7BYW013K25M1580O","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3UXUOQ9OKHCYH2Y46VBQ3AEJ11G7AC","A324VBRLXHG5IB","Submitted","Mon Sep 25 08:57:32 PDT 2023","Mon Sep 25 09:09:54 PDT 2023","Tue Sep 26 09:09:54 PDT 2023","","","","742","100% (5002/5002)","0% (0/0)","0% (0/0)","0","Jane, Mary, Ethan, and Sarah are co-workers. Jane once faced a difficult situation in her pursuit of a promotion at work where she was tempted to falsify some results on a critical company project. With the help of Ethan, she was able to rectify the situation without alerting anyone else and moved on, learning valuable lessons in the process.

One day, Mary and Ethan were having a discussion over lunch, and the subject of work ethics surfaced. Mary shared with Ethan that she heard from her boss about a new initiative within the company to reward employees with a significant bonus for coming forward about incidents of unethical behavior.
","""It's certainly prudent to maintain work ethics in our profession. Taking shortcuts or compromising our integrity for short-term gains is never conducive to genuine growth or success.""","""Mary, I must tell you that there was a situation with Jane a while ago where she was on the verge of making an unethical choice for a promotion, but with guidance, she corrected course without anyone knowing.""","Ethan","{}","1695658190187","0","{}","on","generic","0"
"386T3MLZLP93TJ7BYW013K25M1580O","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3VSOLARPKEO2B0NCCDU0UYRJQHD39P","A3LVLZS8S41ZD7","Submitted","Mon Sep 25 08:59:09 PDT 2023","Mon Sep 25 09:52:51 PDT 2023","Tue Sep 26 09:52:51 PDT 2023","","","","3222","100% (578/578)","100% (43/43)","100% (41/41)","0","Jane, Mary, Ethan, and Sarah are co-workers. Jane once faced a difficult situation in her pursuit of a promotion at work where she was tempted to falsify some results on a critical company project. With the help of Ethan, she was able to rectify the situation without alerting anyone else and moved on, learning valuable lessons in the process.

One day, Mary and Ethan were having a discussion over lunch, and the subject of work ethics surfaced. Mary shared with Ethan that she heard from her boss about a new initiative within the company to reward employees with a significant bonus for coming forward about incidents of unethical behavior.
","""It's certainly prudent to maintain work ethics in our profession. Taking shortcuts or compromising our integrity for short-term gains is never conducive to genuine growth or success.""","""Mary, I must tell you that there was a situation with Jane a while ago where she was on the verge of making an unethical choice for a promotion, but with guidance, she corrected course without anyone knowing.""","Ethan","{}","1695660771369","0","{}","on","generic","0"
"3QX22DUVOQVY79AVVUY9TVTQ026VMQ","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3SLE99ER0QSMKM92V435P5ROTCEBZ3","A1F1BIPJR11LSR","Submitted","Mon Sep 25 08:57:49 PDT 2023","Mon Sep 25 09:01:04 PDT 2023","Tue Sep 26 09:01:04 PDT 2023","","","","195","100% (10768/10768)","100% (106/106)","100% (96/96)","1","Liam, Noah, Emily, and Alice are co-workers. Liam once faced a serious situation at work where he was tempted to cheat on a major deal, and he ended up doing it. However, it haunted him for days and greatly impacted his peace of mind. With Emily's support and guidance, Liam was able to come to terms with his actions, fix the issue silently without his other co-workers knowing, and move on.

One day, Alice and Emily were having lunch alone, and the topic of work ethics came up. Alice was deeply skeptical about the integrity of their peers, she shared with Emily that she believes that in their stressful job anyone would cheat if given the chance to secure a significant deal. She was so sure about her statement that she was willing to bet a month's salary on it.
","""Alice, work ethics are very personal and it's not fair to assume that everyone would cheat given the chance. There are people who genuinely value honesty above success or money.""","""Alice, I can actually tell you about Liam. Once he was in such a tough situation where he could secure a major deal by cheating - and he did. But it didn't bring ease to him, instead it haunted him for days. With support and guidance, he was able to correct his mistakes, and hasn't compromised his ethics ever since.""","Emily","{}","1695657665161","0","{}","on","revealing","0"
"3QX22DUVOQVY79AVVUY9TVTQ026VMQ","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3KWTYT0873I0QHBPFTLJE4GY47K5LD","A1AZGP16G9TURZ","Submitted","Mon Sep 25 08:56:59 PDT 2023","Mon Sep 25 09:01:05 PDT 2023","Tue Sep 26 09:01:05 PDT 2023","","","","246","100% (2493/2493)","100% (109/109)","100% (85/85)","1","Liam, Noah, Emily, and Alice are co-workers. Liam once faced a serious situation at work where he was tempted to cheat on a major deal, and he ended up doing it. However, it haunted him for days and greatly impacted his peace of mind. With Emily's support and guidance, Liam was able to come to terms with his actions, fix the issue silently without his other co-workers knowing, and move on.

One day, Alice and Emily were having lunch alone, and the topic of work ethics came up. Alice was deeply skeptical about the integrity of their peers, she shared with Emily that she believes that in their stressful job anyone would cheat if given the chance to secure a significant deal. She was so sure about her statement that she was willing to bet a month's salary on it.
","""Alice, work ethics are very personal and it's not fair to assume that everyone would cheat given the chance. There are people who genuinely value honesty above success or money.""","""Alice, I can actually tell you about Liam. Once he was in such a tough situation where he could secure a major deal by cheating - and he did. But it didn't bring ease to him, instead it haunted him for days. With support and guidance, he was able to correct his mistakes, and hasn't compromised his ethics ever since.""","Emily","{}","1695657664897","0","{}","on","generic","0"
"3QX22DUVOQVY79AVVUY9TVTQ026VMQ","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3EFVCAY5L6ODI96RA6G9A9DX28G8JG","A173A97OFDAX9F","Submitted","Mon Sep 25 08:57:26 PDT 2023","Mon Sep 25 09:04:08 PDT 2023","Tue Sep 26 09:04:08 PDT 2023","","","","402","100% (7794/7794)","100% (69/69)","0% (0/0)","1","Liam, Noah, Emily, and Alice are co-workers. Liam once faced a serious situation at work where he was tempted to cheat on a major deal, and he ended up doing it. However, it haunted him for days and greatly impacted his peace of mind. With Emily's support and guidance, Liam was able to come to terms with his actions, fix the issue silently without his other co-workers knowing, and move on.

One day, Alice and Emily were having lunch alone, and the topic of work ethics came up. Alice was deeply skeptical about the integrity of their peers, she shared with Emily that she believes that in their stressful job anyone would cheat if given the chance to secure a significant deal. She was so sure about her statement that she was willing to bet a month's salary on it.
","""Alice, work ethics are very personal and it's not fair to assume that everyone would cheat given the chance. There are people who genuinely value honesty above success or money.""","""Alice, I can actually tell you about Liam. Once he was in such a tough situation where he could secure a major deal by cheating - and he did. But it didn't bring ease to him, instead it haunted him for days. With support and guidance, he was able to correct his mistakes, and hasn't compromised his ethics ever since.""","Emily","{}","1695657849565","0","{}","on","generic","0"
"3QX22DUVOQVY79AVVUY9TVTQ026VMQ","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","3WSELTNVR6HLF0VBJYER8661QY6TA9","A3CH1Z6J9R38G9","Submitted","Mon Sep 25 08:57:01 PDT 2023","Mon Sep 25 09:06:17 PDT 2023","Tue Sep 26 09:06:17 PDT 2023","","","","556","100% (13394/13394)","100% (89/89)","100% (65/65)","1","Liam, Noah, Emily, and Alice are co-workers. Liam once faced a serious situation at work where he was tempted to cheat on a major deal, and he ended up doing it. However, it haunted him for days and greatly impacted his peace of mind. With Emily's support and guidance, Liam was able to come to terms with his actions, fix the issue silently without his other co-workers knowing, and move on.

One day, Alice and Emily were having lunch alone, and the topic of work ethics came up. Alice was deeply skeptical about the integrity of their peers, she shared with Emily that she believes that in their stressful job anyone would cheat if given the chance to secure a significant deal. She was so sure about her statement that she was willing to bet a month's salary on it.
","""Alice, work ethics are very personal and it's not fair to assume that everyone would cheat given the chance. There are people who genuinely value honesty above success or money.""","""Alice, I can actually tell you about Liam. Once he was in such a tough situation where he could secure a major deal by cheating - and he did. But it didn't bring ease to him, instead it haunted him for days. With support and guidance, he was able to correct his mistakes, and hasn't compromised his ethics ever since.""","Emily","{}","1695657976698","1","{}","on","generic","0"
"3QX22DUVOQVY79AVVUY9TVTQ026VMQ","3TAMZSB5GRI1M4M1HUCPJ432009XQU","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","Decide which of the two provided responses you prefer while keeping privacy norms in mind.","reasoning, privacy","$0.22","Mon Sep 25 08:56:44 PDT 2023","5","BatchId:5135316;OriginalHitTemplateId:928390828;","3600","86400","Thu Sep 28 08:56:44 PDT 2023","","","378XPAWRUFSV6MF0PMFNUZ4SFHRIAI","APGX2WZ59OWDN","Submitted","Mon Sep 25 08:58:29 PDT 2023","Mon Sep 25 09:07:32 PDT 2023","Tue Sep 26 09:07:32 PDT 2023","","","","543","100% (18712/18712)","100% (115/115)","100% (90/90)","1","Liam, Noah, Emily, and Alice are co-workers. Liam once faced a serious situation at work where he was tempted to cheat on a major deal, and he ended up doing it. However, it haunted him for days and greatly impacted his peace of mind. With Emily's support and guidance, Liam was able to come to terms with his actions, fix the issue silently without his other co-workers knowing, and move on.

One day, Alice and Emily were having lunch alone, and the topic of work ethics came up. Alice was deeply skeptical about the integrity of their peers, she shared with Emily that she believes that in their stressful job anyone would cheat if given the chance to secure a significant deal. She was so sure about her statement that she was willing to bet a month's salary on it.
","""Alice, work ethics are very personal and it's not fair to assume that everyone would cheat given the chance. There are people who genuinely value honesty above success or money.""","""Alice, I can actually tell you about Liam. Once he was in such a tough situation where he could secure a major deal by cheating - and he did. But it didn't bring ease to him, instead it haunted him for days. With support and guidance, he was able to correct his mistakes, and hasn't compromised his ethics ever since.""","Emily","{}","1695658019926","0","{}","on","generic","0"
